1542031112047,4,1825965,5,9.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031112047,4,1825965,5,8.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031122047,6,1825971,5,7.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031132047,3,1825974,5,7.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031142047,5,1825979,5,6.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031152047,0,1825979,5,6.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031162047,1,1825997,5,5.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031172047,1,1826014,5,5.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031182047,6,1826020,5,4.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031192047,4,1826024,5,4.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031212047,1,1826042,5,3.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031222047,0,1826042,5,3.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031232047,1,1826059,5,2.500,3.431,-0.250,1,4.215,2,3.834,3,3.343,4,3.779,255,0,
1542031242047,6,1826065,5,2.000,3.431,-0.250,1,4.215,2,3.834,3,3.343,4,3.779,255,0,
1542031252047,6,1826065,5,1.500,3.431,-0.250,1,4.215,2,3.834,3,3.343,4,3.779,255,0,
1542031262047,4,1825965,5,1.000,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031272047,6,1825971,5,0.500,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031282047,3,1825974,5,0.400,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031292047,5,1825979,5,0.300,3.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,


1542031302047,0,1825979,5,0.200,4.131,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031312047,1,1825997,5,0.200,4.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031322047,1,1826014,5,0.202,5.131,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031332047,6,1826020,5,0.200,6.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031342047,4,1826024,5,0.200,7.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031342047,4,1826024,5,0.200,8.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
1542031342047,4,1826024,5,0.200,9.431,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,

1542031352047,4,1826024,5,0.100,9.331,-0.250,1,4.170,2,3.770,3,3.343,4,3.779,255,0,
